"Identifier","Version No","Category","Topics","Type","Text","Status","Version Date","Notation","Document Version","Regex"
"601","1","Environmental","Schedule 7-Proclaimed Groundwater Area[use for all tenement types]","Endorsement","In respect to Proclaimed Ground Water Areas the following endorsement applies:","Active","08/03/2012 00:00:00 onwards","Impose on all tenement types affecting Proclaimed Groundwater Area","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Proclaimed[^A-Z0-9]+Ground[^A-Z0-9]+Water[^A-Z0-9]+Areas[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsement[^A-Z0-9]+applies[\s?.*-:]*$"
"602","1","Environmental","Schedule 7-Proclaimed Groundwater Area[use for all tenement types]","Endorsement","The abstraction of groundwater is prohibited unless a current licence to construct/alter a well and a licence to take groundwater has been issued by the DoW.","Active","08/03/2012 00:00:00 onwards","Impose on all tenement types affecting Proclaimed Groundwater Area","Mar-16","(?i)^[\s?.*-:]*The[^A-Z0-9]+abstraction[^A-Z0-9]+of[^A-Z0-9]+groundwater[^A-Z0-9]+is[^A-Z0-9]+prohibited[^A-Z0-9]+unless[^A-Z0-9]+a[^A-Z0-9]+current[^A-Z0-9]+licence[^A-Z0-9]+to[^A-Z0-9]+construct[^A-Z0-9]+alter[^A-Z0-9]+a[^A-Z0-9]+well[^A-Z0-9]+and[^A-Z0-9]+a[^A-Z0-9]+licence[^A-Z0-9]+to[^A-Z0-9]+take[^A-Z0-9]+groundwater[^A-Z0-9]+has[^A-Z0-9]+been[^A-Z0-9]+issued[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+DoW[\s?.*-:]*$"
"603","1","Environmental","Schedule 9-Reserve 31165[use for all tenement types]","Endorsement","In respect to  Reserve 31165 the following endorsement applies:","Active","08/03/2012 00:00:00 onwards","Impose on all tenement types affecting Reserve 31165","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Reserve[^A-Z0-9]+31165[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsement[^A-Z0-9]+applies[\s?.*-:]*$"
"604","1","Environmental","Schedule 9-Reserve 31165[use for all tenement types]","Endorsement","Aboriginal heritage protection measures to be considered prior to undertaking any ground disturbing activity on Reserve 31165 (joint vestees DoW and the Miriuwung Gajerrong Corporation) to avoid any breach of the provisions of the Aboriginal Heritage Act 1972 and Regulations there under.","Active","08/03/2012 00:00:00 onwards","Impose on all tenement types affecting Reserve 31165","Mar-16","(?i)^[\s?.*-:]*Aboriginal[^A-Z0-9]+heritage[^A-Z0-9]+protection[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+be[^A-Z0-9]+considered[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+undertaking[^A-Z0-9]+any[^A-Z0-9]+ground[^A-Z0-9]+disturbing[^A-Z0-9]+activity[^A-Z0-9]+on[^A-Z0-9]+Reserve[^A-Z0-9]+31165[^A-Z0-9]+joint[^A-Z0-9]+vestees[^A-Z0-9]+DoW[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Miriuwung[^A-Z0-9]+Gajerrong[^A-Z0-9]+Corporation[^A-Z0-9]+to[^A-Z0-9]+avoid[^A-Z0-9]+any[^A-Z0-9]+breach[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Aboriginal[^A-Z0-9]+Heritage[^A-Z0-9]+Act[^A-Z0-9]+1972[^A-Z0-9]+and[^A-Z0-9]+Regulations[^A-Z0-9]+there[^A-Z0-9]+under[\s?.*-:]*$"
"604","4","Environmental","Schedule 8-Reserve 31165 (use for all tenement types","Endorsement","Aboriginal heritage protection measures to be considered prior to undertaking any ground disturbing activity on Reserve 31165 (joint vestees Department of Water and Environmental Regulation (DWER) and the Miriuwung Gajerrong Corporation) to avoid any breach of the provisions of the Aboriginal Heritage Act 1972 and Regulations there under.","Active","01/07/2017 00:00:02 onwards","Impose on all tenement types affecting Reserve 31165","Feb-20","(?i)^[\s?.*-:]*Aboriginal[^A-Z0-9]+heritage[^A-Z0-9]+protection[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+be[^A-Z0-9]+considered[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+undertaking[^A-Z0-9]+any[^A-Z0-9]+ground[^A-Z0-9]+disturbing[^A-Z0-9]+activity[^A-Z0-9]+on[^A-Z0-9]+Reserve[^A-Z0-9]+31165[^A-Z0-9]+joint[^A-Z0-9]+vestees[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Regulation[^A-Z0-9]+DWER[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Miriuwung[^A-Z0-9]+Gajerrong[^A-Z0-9]+Corporation[^A-Z0-9]+to[^A-Z0-9]+avoid[^A-Z0-9]+any[^A-Z0-9]+breach[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Aboriginal[^A-Z0-9]+Heritage[^A-Z0-9]+Act[^A-Z0-9]+1972[^A-Z0-9]+and[^A-Z0-9]+Regulations[^A-Z0-9]+there[^A-Z0-9]+under[\s?.*-:]*$"
"605","2","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","In respect to Water Resource Management Areas (WRMA) the following endorsements apply:","Active","08/03/2012 00:00:01 onwards","Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA)","Feb-20","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Water[^A-Z0-9]+Resource[^A-Z0-9]+Management[^A-Z0-9]+Areas[^A-Z0-9]+WRMA[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsements[^A-Z0-9]+apply[\s?.*-:]*$"
"605","2","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic)","Endorsement","In respect to Water Resource Management Areas (WRMA) the following endorsements apply: water or permit to obstruct or interfere with beds of banks issued by the DoW.","Active","08/03/2012 00:00:01 onwards","Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA) Irrigation District Areas","Mar-18","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Water[^A-Z0-9]+Resource[^A-Z0-9]+Management[^A-Z0-9]+Areas[^A-Z0-9]+WRMA[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsements[^A-Z0-9]+apply[^A-Z0-9]+water[^A-Z0-9]+or[^A-Z0-9]+permit[^A-Z0-9]+to[^A-Z0-9]+obstruct[^A-Z0-9]+or[^A-Z0-9]+interfere[^A-Z0-9]+with[^A-Z0-9]+beds[^A-Z0-9]+of[^A-Z0-9]+banks[^A-Z0-9]+issued[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+DoW[\s?.*-:]*$"
"606","3","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The **LESSEE** attention is drawn to the provisions of the: •Waterways Conservation Act, 1976 •Rights in Water and Irrigation Act, 1914 •Metropolitan Water Supply, Sewerage and Drainage Act, 1909 •Country Areas Water Supply Act, 1947 •Water Agencies (Powers) Act 1984","Active","08/02/2016 00:00:02 onwards","Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA)","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Waterways[^A-Z0-9]+Conservation[^A-Z0-9]+Act[^A-Z0-9]+1976[^A-Z0-9]+Rights[^A-Z0-9]+in[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Irrigation[^A-Z0-9]+Act[^A-Z0-9]+1914[^A-Z0-9]+Metropolitan[^A-Z0-9]+Water[^A-Z0-9]+Supply[^A-Z0-9]+Sewerage[^A-Z0-9]+and[^A-Z0-9]+Drainage[^A-Z0-9]+Act[^A-Z0-9]+1909[^A-Z0-9]+Country[^A-Z0-9]+Areas[^A-Z0-9]+Water[^A-Z0-9]+Supply[^A-Z0-9]+Act[^A-Z0-9]+1947[^A-Z0-9]+Water[^A-Z0-9]+Agencies[^A-Z0-9]+Powers[^A-Z0-9]+Act[^A-Z0-9]+1984[\s?.*-:]*$"
"606","6","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The **LESSEE**'s attention is drawn to the provisions of the: •Waterways Conservation Act, 1976 •Rights in Water and Irrigation Act, 1914 •Metropolitan Water Supply, Sewerage and Drainage Act, 1909 •Country Areas Water Supply Act, 1947 •Water Agencies (Powers) Act 1984","Active","08/02/2016 00:00:05 onwards","Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA)","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+s[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Waterways[^A-Z0-9]+Conservation[^A-Z0-9]+Act[^A-Z0-9]+1976[^A-Z0-9]+Rights[^A-Z0-9]+in[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Irrigation[^A-Z0-9]+Act[^A-Z0-9]+1914[^A-Z0-9]+Metropolitan[^A-Z0-9]+Water[^A-Z0-9]+Supply[^A-Z0-9]+Sewerage[^A-Z0-9]+and[^A-Z0-9]+Drainage[^A-Z0-9]+Act[^A-Z0-9]+1909[^A-Z0-9]+Country[^A-Z0-9]+Areas[^A-Z0-9]+Water[^A-Z0-9]+Supply[^A-Z0-9]+Act[^A-Z0-9]+1947[^A-Z0-9]+Water[^A-Z0-9]+Agencies[^A-Z0-9]+Powers[^A-Z0-9]+Act[^A-Z0-9]+1984[\s?.*-:]*$"
"607","3","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The rights of ingress to and egress from, and to cross over and through, the mining tenement being at all reasonable times preserved to officers of Department of Water (DoW) for inspection and investigation purposes.","Active","08/02/2016 00:00:02 onwards","Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA)","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+rights[^A-Z0-9]+of[^A-Z0-9]+ingress[^A-Z0-9]+to[^A-Z0-9]+and[^A-Z0-9]+egress[^A-Z0-9]+from[^A-Z0-9]+and[^A-Z0-9]+to[^A-Z0-9]+cross[^A-Z0-9]+over[^A-Z0-9]+and[^A-Z0-9]+through[^A-Z0-9]+the[^A-Z0-9]+mining[^A-Z0-9]+tenement[^A-Z0-9]+being[^A-Z0-9]+at[^A-Z0-9]+all[^A-Z0-9]+reasonable[^A-Z0-9]+times[^A-Z0-9]+preserved[^A-Z0-9]+to[^A-Z0-9]+officers[^A-Z0-9]+of[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+DoW[^A-Z0-9]+for[^A-Z0-9]+inspection[^A-Z0-9]+and[^A-Z0-9]+investigation[^A-Z0-9]+purposes[\s?.*-:]*$"
"607","5","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The rights of ingress to and egress from, and to cross over and through, the mining tenement being at all reasonable times preserved to officers of Department of Water and Environmental Regulation (DWER) for inspection and investigation purposes.","Active","01/07/2017 00:00:02 onwards","Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA)","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+rights[^A-Z0-9]+of[^A-Z0-9]+ingress[^A-Z0-9]+to[^A-Z0-9]+and[^A-Z0-9]+egress[^A-Z0-9]+from[^A-Z0-9]+and[^A-Z0-9]+to[^A-Z0-9]+cross[^A-Z0-9]+over[^A-Z0-9]+and[^A-Z0-9]+through[^A-Z0-9]+the[^A-Z0-9]+mining[^A-Z0-9]+tenement[^A-Z0-9]+being[^A-Z0-9]+at[^A-Z0-9]+all[^A-Z0-9]+reasonable[^A-Z0-9]+times[^A-Z0-9]+preserved[^A-Z0-9]+to[^A-Z0-9]+officers[^A-Z0-9]+of[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Regulation[^A-Z0-9]+DWER[^A-Z0-9]+for[^A-Z0-9]+inspection[^A-Z0-9]+and[^A-Z0-9]+investigation[^A-Z0-9]+purposes[\s?.*-:]*$"
"608","2","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The storage and disposal of petroleum hydrocarbons, chemicals and potentially hazardous substances being in accordance with the current published version of the DoWs relevant Water Quality Protection Notes and Guidelines for mining and mineral processing.","Active","08/03/2012 00:00:01 onwards","Impose on all tenement types affecting WRMA.Schedule 1- All Water Resource Management Areas (WRMA)","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+storage[^A-Z0-9]+and[^A-Z0-9]+disposal[^A-Z0-9]+of[^A-Z0-9]+petroleum[^A-Z0-9]+hydrocarbons[^A-Z0-9]+chemicals[^A-Z0-9]+and[^A-Z0-9]+potentially[^A-Z0-9]+hazardous[^A-Z0-9]+substances[^A-Z0-9]+being[^A-Z0-9]+in[^A-Z0-9]+accordance[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+current[^A-Z0-9]+published[^A-Z0-9]+version[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+DoWs[^A-Z0-9]+relevant[^A-Z0-9]+Water[^A-Z0-9]+Quality[^A-Z0-9]+Protection[^A-Z0-9]+Notes[^A-Z0-9]+and[^A-Z0-9]+Guidelines[^A-Z0-9]+for[^A-Z0-9]+mining[^A-Z0-9]+and[^A-Z0-9]+mineral[^A-Z0-9]+processing[\s?.*-:]*$"
"608","4","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The storage and disposal of petroleum hydrocarbons, chemicals and potentially hazardous substances being in accordance with the current published version of the Department of Water and Environmental Regulation (DWER) relevant Water Quality Protection Notes and Guidelines for mining and mineral processing.","Active","01/07/2017 00:00:02 onwards","Impose on all tenement types affecting WRMA.Schedule 1- All Water Resource Management Areas (WRMA)","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+storage[^A-Z0-9]+and[^A-Z0-9]+disposal[^A-Z0-9]+of[^A-Z0-9]+petroleum[^A-Z0-9]+hydrocarbons[^A-Z0-9]+chemicals[^A-Z0-9]+and[^A-Z0-9]+potentially[^A-Z0-9]+hazardous[^A-Z0-9]+substances[^A-Z0-9]+being[^A-Z0-9]+in[^A-Z0-9]+accordance[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+current[^A-Z0-9]+published[^A-Z0-9]+version[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Regulation[^A-Z0-9]+DWER[^A-Z0-9]+relevant[^A-Z0-9]+Water[^A-Z0-9]+Quality[^A-Z0-9]+Protection[^A-Z0-9]+Notes[^A-Z0-9]+and[^A-Z0-9]+Guidelines[^A-Z0-9]+for[^A-Z0-9]+mining[^A-Z0-9]+and[^A-Z0-9]+mineral[^A-Z0-9]+processing[\s?.*-:]*$"
"609","2","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","In respect to  Artesian (confined) Aquifers and Wells the following endorsement applies:","Active","08/03/2012 00:00:01 onwards","Impose on all tene types affect Artesian (confined) Aquifers & Wells (apply State-wide). Sched 8 - Art'n Aquif's & Wells","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Artesian[^A-Z0-9]+confined[^A-Z0-9]+Aquifers[^A-Z0-9]+and[^A-Z0-9]+Wells[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsement[^A-Z0-9]+applies[\s?.*-:]*$"
"610","1","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The abstraction of groundwater from an artesian well and the construction, enlargement, deepening or altering of any artesian well is prohibited unless a current licence for these activities has been issued by the DoW.","Active","08/03/2012 00:00:00 onwards","Impose on all tene types affect Artesian (confined) Aquifers & Wells (apply State-wide). Sched 8 - Art'n Aquif's & Wells","Mar-16","(?i)^[\s?.*-:]*The[^A-Z0-9]+abstraction[^A-Z0-9]+of[^A-Z0-9]+groundwater[^A-Z0-9]+from[^A-Z0-9]+an[^A-Z0-9]+artesian[^A-Z0-9]+well[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+construction[^A-Z0-9]+enlargement[^A-Z0-9]+deepening[^A-Z0-9]+or[^A-Z0-9]+altering[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+artesian[^A-Z0-9]+well[^A-Z0-9]+is[^A-Z0-9]+prohibited[^A-Z0-9]+unless[^A-Z0-9]+a[^A-Z0-9]+current[^A-Z0-9]+licence[^A-Z0-9]+for[^A-Z0-9]+these[^A-Z0-9]+activities[^A-Z0-9]+has[^A-Z0-9]+been[^A-Z0-9]+issued[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+DoW[\s?.*-:]*$"
"610","2","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The taking of groundwater from an artesian well and the construction, enlargement, deepening or altering of any artesian well is prohibited unless current licences for these activities have been issued by DoW.","Active","08/02/2016 00:00:01 onwards","Impose on all tenement types affect Artesian (confined) Aquifers & Wells (applies State-wide)","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+taking[^A-Z0-9]+of[^A-Z0-9]+groundwater[^A-Z0-9]+from[^A-Z0-9]+an[^A-Z0-9]+artesian[^A-Z0-9]+well[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+construction[^A-Z0-9]+enlargement[^A-Z0-9]+deepening[^A-Z0-9]+or[^A-Z0-9]+altering[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+artesian[^A-Z0-9]+well[^A-Z0-9]+is[^A-Z0-9]+prohibited[^A-Z0-9]+unless[^A-Z0-9]+current[^A-Z0-9]+licences[^A-Z0-9]+for[^A-Z0-9]+these[^A-Z0-9]+activities[^A-Z0-9]+have[^A-Z0-9]+been[^A-Z0-9]+issued[^A-Z0-9]+by[^A-Z0-9]+DoW[\s?.*-:]*$"
"610","4","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","The taking of groundwater from an artesian well and the construction, enlargement, deepening or altering of any artesian well is prohibited unless current licences for these activities have been issued by Department of Water and Environmental Regulation (DWER).","Active","01/07/2017 00:00:02 onwards","Impose on all tenement types affect Artesian (confined) Aquifers & Wells (applies State-wide)","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+taking[^A-Z0-9]+of[^A-Z0-9]+groundwater[^A-Z0-9]+from[^A-Z0-9]+an[^A-Z0-9]+artesian[^A-Z0-9]+well[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+construction[^A-Z0-9]+enlargement[^A-Z0-9]+deepening[^A-Z0-9]+or[^A-Z0-9]+altering[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+artesian[^A-Z0-9]+well[^A-Z0-9]+is[^A-Z0-9]+prohibited[^A-Z0-9]+unless[^A-Z0-9]+current[^A-Z0-9]+licences[^A-Z0-9]+for[^A-Z0-9]+these[^A-Z0-9]+activities[^A-Z0-9]+have[^A-Z0-9]+been[^A-Z0-9]+issued[^A-Z0-9]+by[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Regulation[^A-Z0-9]+DWER[^A-Z0-9]+[\s?.*-:]*$"
"611","1","Standards for Tenement Types","Exploration Licence (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","In respect to  Waterways the following endorsement applies:","Active","08/03/2012 00:00:00 onwards","Impose on all licences affecting Waterways (apply State-wide). Schedule 5 - Waterways","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Waterways[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsement[^A-Z0-9]+applies[\s?.*-:]*$"
"612","3","Standards for Tenement Types","Exploration Licence (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","Advice shall be sought from the DoW if proposing any **OPTION** within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.","Active","08/03/2012 00:00:02 onwards","Impose on all licences affecting Waterways (apply State-wide). Schedule 5 - Waterways","Mar-16","(?i)^[\s?.*-:]*Advice[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+sought[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+DoW[^A-Z0-9]+if[^A-Z0-9]+proposing[^A-Z0-9]+any[^A-Z0-9]+.+[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+defined[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+lateral[^A-Z0-9]+distance[^A-Z0-9]+of[^A-Z0-9]+50[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+perennial[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+30[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+seasonal[^A-Z0-9]+waterway[\s?.*-:]*$"
"613","1","Standards for Tenement Types","General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic)","Endorsement","In respect to  Waterways the following endorsements apply:","Active","08/03/2012 00:00:00 onwards","Impose on all leases affecting Waterways (apply State- wide). Schedule 5 - Waterways","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+Waterways[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+endorsements[^A-Z0-9]+apply[\s?.*-:]*$"
"614","1","Standards for Tenement Types","General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic)","Endorsement","Advice shall be sought from the DoW if proposing any mining/activity in respect to mining operations within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.","Active","08/03/2012 00:00:00 onwards","Impose on all leases affecting Waterways (apply State- wide). Schedule 5- Waterways","Jun-17","(?i)^[\s?.*-:]*Advice[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+sought[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+DoW[^A-Z0-9]+if[^A-Z0-9]+proposing[^A-Z0-9]+any[^A-Z0-9]+mining[^A-Z0-9]+activity[^A-Z0-9]+in[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+mining[^A-Z0-9]+operations[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+defined[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+lateral[^A-Z0-9]+distance[^A-Z0-9]+of[^A-Z0-9]+50[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+perennial[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+30[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+seasonal[^A-Z0-9]+waterway[\s?.*-:]*$"
