Identifier,Version No,Category,Topics,Type,Text,Status,Version Date,Notation,Document Version
409,5,Operational,Miscellaneous,Condition,"Any failure of components of the waste management systems resulting in a loss of potentially polluting matter to the environment being immediately reported to the Environmental Officer, DMP This report being accompanied by a programme for corrective action.",Active,01/01/2009 00:00:00 onwards,Miscellaneous Conditions,Jun-17
409,6,Operational,Miscellaneous,Condition,"Any failure of components of the waste management systems resulting in a loss of potentially polluting matter to the environment being immediately reported to the Environmental Officer, DMIRS. This report being accompanied by a programme for corrective action.",Active,01/07/2017 00:00:01 onwards,Miscellaneous Conditions,Feb-20
409,6,Operational,Miscellaneous,Condition,Any failure of components of the waste management systems resulting in a loss of potentially polluting matter to the,Active,01/07/2017 00:00:01 onwards,Miscellaneous Conditions,Mar-18
410,1,Operational,Miscellaneous,Condition,"Pipelines carrying dewatering effluent, saline groundwater from borefields, or process waters to and from tailings impoundments being fitted with automatic shutoff devices to prevent flow of effluent and waters to the environment in the event of systems failure.",Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
411,1,Operational,Miscellaneous,Condition,The lessee visually inspecting for evidence of pipeline failure the ground surrounding the dewatering effluent and saline groundwater supply pipelines at a minimum frequency of once per week.,Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
412,1,Operational,Miscellaneous,Condition,The lessee visually inspecting for evidence of pipeline failure the ground surrounding the pipelines discharging to the tailings dam(s) and the return process water pipelines at a minimum frequency of once per day.,Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
413,3,Operational,Miscellaneous,Condition,"Should a failure in an inspected pipeline be discovered, the discharge being ceased immediately and not resuming until the pipeline has been repaired. The Environmental Officer, DMP being notified within one week of the failure and provided with an estimate of total effluent volume lost due to the failure.",Inactive,01/01/2009 00:00:00 onwards,Miscellaneous Conditions,Jun-17
414,1,Operational,Miscellaneous,Condition,All pipeline access roads being engineered to prevent erosion and exposure of the pipeline caused by stormwater runoff.,Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
415,1,Operational,Miscellaneous,Condition,"The lessee utilising saline dewatering effluents as process water, discharged to evaporation ponds, or disposed of by engineered drainage systems to local salt lakes to minimise damage to downstream vegetation.",Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
416,1,Operational,Miscellaneous,Condition,The lessee ensuring that there is no impact by the project on any Water Authority installations or interests unless prior approval is received from the Regional Office of the Water Authority.,Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
417,1,Operational,Miscellaneous,Condition,The lessee directing stormwater runoff away from areas adjacent to vat leach facilities to minimise accidental loss of stored matter due to flooding or erosion.,Active,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Feb-20
418,1,Operational,Miscellaneous,Condition,"The lessee installing and maintaining, where practical, a perimeter drain immediately downstream of the vat leach facilities to collect and recover any liquid matter resulting from seepage or collapse of the vats. environment being immediately reported to the Environmental Officer, DMIRS. This report being accompanied by a programme for corrective action.",Active,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Mar-18
418,1,Operational,Miscellaneous,Condition,"The lessee installing and maintaining, where practical, a perimeter drain immediately downstream of the vat leach facilities to collect and recover any liquid matter resulting from seepage or collapse of the vats.",Active,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Feb-20
419,5,Operational,Miscellaneous,Condition,"Any failure of components of the vat leach system resulting in a loss of potentially polluting matter to the environment, shall be immediately reported to the Environmental Officer, DMP. This report being accompanied by a programme for corrective action.",Active,01/01/2009 00:00:00 onwards,Miscellaneous Conditions,Jun-17
419,6,Operational,Miscellaneous,Condition,"Any failure of components of the vat leach system resulting in a loss of potentially polluting matter to the environment, shall be immediately reported to the Environmental Officer, DMIRS. This report being accompanied by a programme for corrective action.",Active,01/07/2017 00:00:01 onwards,Miscellaneous Conditions,Feb-20
420,1,Operational,Miscellaneous,Condition,"Upon discontinuation of use, or abandonment, the lessee to flush each vat, if necessary with a suitable oxidising agent, such that subsequent testing confirms the absence of free cyanide within the vat leach dam.",Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
421,1,Operational,Miscellaneous,Condition,The lessee directing stormwater runoff away from areas adjacent to heap leach facilities to minimise accidental loss of stored matter due to flooding or erosion.,Active,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Feb-20
422,1,Operational,Miscellaneous,Condition,"The lessee installing and maintaining, where practical, a perimeter drain immediately downstream of the heap leach facilities to collect and recover any liquid matter resulting from seepage or collapse of the heaps.",Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
423,5,Operational,Miscellaneous,Condition,"Any failure of components of the heap leach system resulting in a loss of potentially polluting matter to the environment, shall be immediately reported to the Environmental Officer, DMP. This report being accompanied by a programme for corrective action.",Active,01/01/2009 00:00:00 onwards,Miscellaneous Conditions,Jun-17
423,6,Operational,Miscellaneous,Condition,"Any failure of components of the heap leach system resulting in a loss of potentially polluting matter to the environment, shall be immediately reported to the Environmental Officer, DMIRS. This report being accompanied by a programme for corrective action.",Active,01/07/2017 00:00:01 onwards,Miscellaneous Conditions,Feb-20
424,1,Operational,Miscellaneous,Condition,"Upon discontinuation of use, or abandonment, the lessee to flush each leach pad, if necessary with a suitable oxidising agent, such that subsequent testing confirms the absence of free cyanide within the heap leach deposit.",Inactive,01/04/2001 00:00:00 onwards,Miscellaneous Conditions,Jun-17
425,6,Operational,Miscellaneous,Condition,"At the completion of operations or progressively where possible, waste dump outslopes being battered down to an angle of no greater than 20 degrees. For every 10m in vertical height, the waste dump having a backsloping berm of no less than 4m in width to minimise erosion and the dump being covered with topsoil, deep ripped at relatively close intervals on the contour and revegetated with local native grasses, shrubs and trees to the satisfaction of the Executive Director, Environment Division, DMP.",Inactive,09/11/2011 00:00:01 onwards,Miscellaneous Conditions,Jun-17
426,1,General,Swallow-up of Non-Graticular Exploration Licences,Endorsement,"Pursuant to the Savings and Transitional Provisions of the Mining Amendment Acts 1990 and 1994 all land surrendered, forfeited (other than by plaint action) or expiring from a non- graticular exploration licence will either: •Automatically be included into a graticular exploration licence, provided the surrender, forfeiture or expiry occurred after the grant of the graticular exploration licence; or •Automatically be included into an application for a graticular exploration licence provided the surrender, forfeiture or expiry occurred after 14 October 1995",Active,09/04/2001 00:00:00 onwards,Automatic swallow- up of non-grat. E into grat. E pursuant to Savings & Trans.,Feb-20
426,1,General,Swallow-up of Non-Graticular Exploration Licences,Endorsement,"Pursuant to the Savings and Transitional Provisions of the Mining Amendment Acts 1990 and 1994 all land surrendered, forfeited (other than by plaint action) or expiring from a non- graticular exploration licence will either: •Automatically be included into a graticular exploration licence, provided the surrender,",Active,09/04/2001 00:00:00 onwards,Automatic swallow- up of non-grat. E into grat. E pursuant to Savings & Trans.,Mar-18
427,2,General,Unconditional Performance Bond,Condition,The **LESSEE** arranging lodgement of an Unconditional Performance Bond executed by a Bank or other approved financial institution in favour of the Minister responsible for the Mining Act 1978 for due compliance with the environmental conditions of the **LEASE** in the sum of: •$**PROMPT**,Inactive,15/02/2006 00:00:00 - 19/12/2007 23:59:59,Use where Unconditional Performance Bond is required,Jun-17
430,8,General,Railway Corridor Land,Condition,No mining within 30 metres of either side and to a depth of 15 metres of the Rail Corridor Land **PROMPT** as shown in TENGRAPH without the prior written approval of the Minister responsible for the Mining Act 1978.,Active,27/10/2008 00:00:00 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
431,5,General,Railway Corridor Land,Condition,"No surface excavation approaching closer to the boundary of the Safety Zone established by Condition **PROMPT** hereof than a distance equal to three times the depth of the excavation without the prior written approval of the State Mining Engineer, DMP.",Active,01/01/2009 00:00:01 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Jun-17
431,9,General,Railway Corridor Land,Condition,"No surface excavation approaching closer to the boundary of the Safety Zone established by Condition **PROMPT** hereof than a distance equal to three times the depth of the excavation without the prior written approval of Mines Safety, DMIRS.",Active,01/02/2018 00:00:05 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
432,6,General,Railway Corridor Land,Condition,"Mining below 15 metres from the natural surface of the land in the Safety Zone established in Condition **PROMPT** hereof being approved by the State Mining Engineer, DMP in consultation with the operator of the railway on corridor land.",Active,01/01/2009 00:00:01 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Jun-17
432,9,General,Railway Corridor Land,Condition,"Mining below 15 metres from the natural surface of the land in the Safety Zone established in Condition **PROMPT** hereof being approved by Mines Safety, DMIRS in consultation with the operator of the railway on corridor land.",Active,01/02/2018 00:00:04 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
433,3,General,Railway Corridor Land,Condition,"No interference with the drainage pattern, and no parking, storage or movement of equipment or vehicles used in the course of mining within the Safety Zone established by Condition **PROMPT** hereof without the prior approval of the operator of the railway on corridor land.",Active,27/10/2008 00:00:01 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
434,5,General,Railway Corridor Land,Condition,"The **LESSEE** not excavating, drilling, installing, erecting, depositing or permitting to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition **PROMPT** hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the State Mining Engineer, DMP.",Active,01/01/2009 00:00:01 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Jun-17
434,8,General,Railway Corridor Land,Condition,"The **LESSEE** not excavating, drilling, installing, erecting, depositing or permitting to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition **PROMPT** hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of Mines Safety, DMIRS. forfeiture or expiry occurred after the grant of the graticular exploration licence; or •Automatically be included into an application for a graticular exploration licence provided the surrender, forfeiture or expiry occurred after 14 October 1995",Active,01/02/2018 00:00:04 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Mar-18
434,8,General,Railway Corridor Land,Condition,"The **LESSEE** not excavating, drilling, installing, erecting, depositing or permitting to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition **PROMPT** hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of Mines Safety, DMIRS.",Active,01/02/2018 00:00:04 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
435,5,General,Railway Corridor Land,Condition,"No explosives being used or stored within one hundred and fifty (150) metres of the rail corridor land without the prior written consent of the Director, Dangerous Goods Safety Branch, DMP.",Active,01/01/2009 00:00:00 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Jun-17
435,7,General,Railway Corridor Land,Condition,"No explosives being used or stored within one hundred and fifty (150) metres of the rail corridor land without the prior written consent of the Director, Dangerous Goods and Petroleum Safety, DMIRS.",Active,01/02/2018 00:00:02 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
436,3,General,Railway Corridor Land,Condition,"The rights of ingress to and egress from the rail corridor land being at all times preserved to the employees, contractors and agents of the operator of the railway on corridor land, and the Public Transport Authority of WA.",Active,27/10/2008 00:00:00 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
437,3,General,Railway Corridor Land,Condition,Such further conditions as may from time to time be imposed by the Minister responsible for the Mining Act 1978 for the purpose of protecting the rail corridor land.,Active,27/10/2008 00:00:00 onwards,Impose on tenements on railway corridor land - Railway Freight Systems Act 2000,Feb-20
438,2,General,Protection for Petroleum Production Licences Infrastructure,Condition,No exploration/mining activities to be carried out within 150 metres of any facilities on petroleum Production Licence No. **PROMPT** .,Inactive,04/12/2001 00:00:00 - 11/12/2002 23:59:59,Impose where petroleum Production Licences infrastructure is affected,Jun-17
439,2,General,Protection for Petroleum Production Licences Infrastructure,Condition,The **LESSEE** to liaise with the Production Licensee to identify the location of any facilities prior to commencing any exploration/mining activities within petroleum Production Licence No. **PROMPT** .,Inactive,04/12/2001 00:00:00 - 11/12/2002 23:59:59,Impose where petroleum Production Licences infrastructure is affected,Jun-17
441,3,Environmental,Schedule AA1 - Crown Land (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Rights in Water and Irrigation Act 1914 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
442,4,Environmental,Schedule AA1 - Crown Land (WRC),Condition,Exploration activities or mining operations that may disrupt the natural flow of any watercourse or hydrology of a wetland is prohibited unless written approval is obtained from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
443,3,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Waterways Conservation Act 1976 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
444,1,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Condition,"All Mining Act tenement activities that will result in mud, earth, gravel, litter or other matter entering any waters are prohibited.",Inactive,01/07/2002 00:00:00 onwards,,Jun-17
445,1,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Condition,All Mining Act tenement activities that result in the placement of visually offensive materials on land near waterways is prohibited without permission of the relevant Waterways Management Authority.,Inactive,01/07/2002 00:00:00 onwards,,Jun-17
446,4,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Condition,"Excavation of any land in any part of the bed of any waters below high water mark, whether or not that part is then covered by water is prohibited without approval from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
447,4,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Condition,Construction of drainage or use of drainage that discharges directly into waters is prohibited without appropriate licensing from the the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
448,4,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Condition,Launching of any boats or other craft directly from a trailer into any waters is prohibited except from privately owned land abutting on the waters; or at a launching place for that purpose approved by the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
449,1,Environmental,Schedule AB1 - Waterways Management Authority Areas (WRC),Condition,"Discharge or permitting the discharge of oil from any boat or craft into any waters, whether by pumping out of a bilge, or by any other means is prohibited.",Inactive,01/07/2002 00:00:00 onwards,,Jun-17
450,3,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Waterways Conservation Act 1976 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
451,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,"Activities to construct any boat ramp, slip bridge, jetty, boat house, pier, decking, or any other structure, whether floating or otherwise, in over or contiguous with any waters is prohibited without the appropriate licensing from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
452,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,Construction of retaining walls at a bank of any waterway is prohibited without the appropriate licensing from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
453,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,"Activities to fill in, wholly or partially, or dredge any portion of the bed of any waters, or cut into, build up or otherwise alter the bank or foreshore of any waters is prohibited without appropriate licensing from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
454,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,"Activities to dig or excavate on associated land so as to endanger the stability or integrity of the banks or foreshore of any waters, or with the intention of causing any of the waters to be diverted into the place so dug or excavated is prohibited without appropriate licensing from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
455,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,Construction or use of any drain designed to drain directly or indirectly into any waters is prohibited unless approved by the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
456,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,"Disruption of the bed, banks or foreshore of any waters so as to endanger the stability of any part of the banks or foreshore or the vegetation there on is prohibited without approval from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
457,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,"Excavation or digging of any channels in any part of the bed of any waters below high water mark, whether or not that part is covered by water is prohibited without approval from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
458,4,Environmental,Schedule AB2 - Waterways Management Authority Areas (WRC),Condition,"Construction of any groyne, breakwater, or other structure intended to impede or alter the flow of waters is prohibited with out approval from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
459,3,Environmental,Schedule AC1 - Clearing Control Catchments (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Country Areas Water Supply Act 1947 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
460,5,Environmental,Schedule AC1 - Clearing Control Catchments (WRC),Condition,Clearing of any area of vegetation is prohibited within **PROMPT** without appropriate licensing from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
461,3,Environmental,Schedule U1 - Water Resource Protection & Management (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Water and Rivers Commission Act 1995 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
462,4,Environmental,Schedule U1 - Water Resource Protection & Management (WRC),Condition,"Written notification, where practicable, of the time frame, type and extent of proposed ground disturbing activities being forwarded to the Department of Water **PROMPT** seven days prior to commencement of those activities.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
463,4,Environmental,Schedule U1 - Water Resource Protection & Management (WRC),Condition,"Any significant waterway (flowing or not), wetland or its fringing vegetation that may exist on site not being disturbed or removed without prior written approval from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
464,5,Environmental,Schedule U1 - Water Resource Protection & Management (WRC),Condition,The rights of ingress to and egress from the **LEASE** being at all reasonable times preserved to officers of the Department of Water for inspection and investigation purposes.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
465,4,Environmental,Schedule U1 - Water Resource Protection & Management (WRC),Condition,"The storage and disposal of hydrocarbons, chemicals and potentially hazardous substances being in accordance with the Department of Water's Guidelines and Water Quality Protection Notes .",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
466,3,Environmental,Schedule U2 - Water Resource Protection & Management (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Water and Rivers Commission Act 1995 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
467,1,Environmental,Schedule U2 - Water Resource Protection & Management (WRC),Condition,Measures such as effective sediment traps and stormwater retention facilities being implemented to preserve the natural values of receiving catchments and those of adjacent areas of native vegetation.,Inactive,01/07/2002 00:00:00 onwards,,Jun-17
468,1,Environmental,Schedule U2 - Water Resource Protection & Management (WRC),Condition,"Groundwater quality monitoring bores being installed, maintained and utilised for water quality monitoring on and near the mine-site and downstream where aquifers are present.",Inactive,01/07/2002 00:00:00 onwards,,Jun-17
469,1,Environmental,Schedule U2 - Water Resource Protection & Management (WRC),Condition,Petroleum hydrocarbon and other chemical storage areas being appropriately contained using bunded retention compounds incorporating stormwater disposal and the removal of sediments.,Inactive,01/07/2002 00:00:00 onwards,,Jun-17
470,3,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Country Areas Water Supply Act 1947 and any Regulations thereunder; and •Metropolitan Water Supply Sewerage and Drainage Act 1909 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
471,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,All proposed exploration activities within Public Drinking Water Source Areas complying with the Department of Water's Water Quality Protection Note Land Use Compatibility in Public Drinking Water Source Areas.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
472,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,All Mining Act tenement activities within Public Drinking Water Source Areas being prohibited unless the prior written approval has been obtained from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
473,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,"All Mining Act tenement activities are prohibited within 2 kilometres of the maximum storage level of a reservoir including the reservoir itself, unless the prior written approval of the Department of Water is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
474,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,Storage and use of hydrocarbons and potentially hazardous substances requiring the prior written approval or appropriate permits from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
475,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,All hydrocarbon or other pollutant spillage being reported to the Department of Water. Remediation being carried out to the satisfaction of the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
476,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,"All Mining Act tenement activities are prohibited within a 300-metre radius of any observation well in a Public Drinking Water Source Priority P1, P2 & P3 Areas unless the written approval of the Department of Water is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
476,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,All Mining Act tenement activities are prohibited within a 300-metre radius of any observation well in a Public Drinking,Inactive,15/09/2006 00:00:00 onwards,,Mar-18
477,4,Environmental,Schedule V1 - Public Drinking Water Source Areas (WRC),Condition,"All Mining Act tenement activities are prohibited within a 500-metre radius in a P1 area or a 300-metre radius in a P2 or P3 area of any Public Drinking Water Source production well or dam, unless the written approval of the Department of Water is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
478,3,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Endorsement,"The **LESSEE**'s attention is drawn to the provisions of: •Country Areas Water Supply Act 1947 and any Regulations thereunder; and •Metropolitan Water Supply, Sewerage and Drainage Act 1909 and any Regulations thereunder.",Inactive,31/08/2004 00:00:00 onwards,,Jun-17
479,4,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,All mining operations being carried out in accordance with the Department of Water Water Quality Management in Mining and Mineral Processing and relevant Water Quality Protection Notes.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
480,4,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,Mining operations below the water table are prohibited in Public Drinking Water Source Areas unless written permission has been given by the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
481,1,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,Disposal of domestic and industrial waste (other then approved tailings) is prohibited within a in Public Drinking Water Source Areas.,Inactive,01/07/2002 00:00:00 onwards,,Jun-17
482,1,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,"Underground petroleum hydrocarbon and other chemical storage tanks are prohibited within Public Drinking Water Source Priority P1, P2 areas, Wellhead Protection Zones and Reservoir Protection Zones.",Inactive,01/07/2002 00:00:00 onwards,,Jun-17
483,5,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,"Underground petroleum hydrocarbon and other chemical storage tanks are prohibited within Public Drinking Water Source Priority P3 areas, unless written approval has been obtained from the Department of Water.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
484,1,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,"Mineral processing activities and tailings storage are prohibited within Public Drinking Water Source Priority P1 and P2 areas, Wellhead Protection Zones and Reservoir Protection Zones.",Inactive,01/07/2002 00:00:00 onwards,,Jun-17
485,4,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,"Mineral processing activities and tailings storage are prohibited in Public Drinking Water Source Priority P3 areas unless written approval has been obtained from the Department of Water. Water Source Priority P1, P2 & P3 Areas unless the written approval of the Department of Water is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Mar-18
485,4,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,Mineral processing activities and tailings storage are prohibited in Public Drinking Water Source Priority P3 areas unless written approval has been obtained from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
486,1,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,"Mechanical plant servicing is prohibited within Public Drinking Water Source Priority P1 and P2 areas, Wellhead Protection Zones and Reservoir Protection Zones.",Inactive,01/07/2002 00:00:00 onwards,,Jun-17
487,4,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,Mechanical plant servicing is prohibited in Public Drinking Water Source Priority P3 areas unless written approval has been obtained from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
488,2,Environmental,Schedule V2 - Public Drinking Water Source Areas (WRC),Condition,Mining operations in Public Drinking Water Source Areas must use dry soil extraction methods and leave an undisturbed soil profile above maximum groundwater levels as follows: •Priority 1 area - 3 metres •Priority 2 area - 2 metres •Priority 3 area - 2 metres •Future Public Drinking Water Source areas or Priority not determined areas - 3 metres.,Inactive,09/03/2005 00:00:00 onwards,,Jun-17
489,3,Environmental,Schedule W1 - Flood Management (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Water and Rivers Commission Act 1995 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
490,8,Environmental,Schedule W1 - Flood Management (WRC),Condition,Unless permission is first obtained from the Department of Water ground breaking activities are prohibited within the floodway and within a lateral distance of: •50 metres from a perennial waterway; and •30 metres from a seasonal waterway.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
491,3,Environmental,Schedule W2 - Flood Management (WRC),Endorsement,The **LEASE**'s attention is drawn to the provisions of: •Water and Rivers Commission Act 1995 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
492,4,Environmental,Schedule W2 - Flood Management (WRC),Condition,Developmental activities are prohibited within floodplains unless the prior written approval is obtained from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
493,4,Environmental,Schedule X1 - Wetland Areas (WRC),Endorsement,"The **LESSEE**'s attention is drawn to the provisions of: •Water and Rivers Commission Act 1995 and any Regulations thereunder; and •Identification of environmental sensitive wetlands listed within the RAMSAR Convention 1971, ANCA's Directory of important wetlands, the National Estates Register and the Environmental Protection Policies 1999.",Inactive,31/08/2004 00:00:00 onwards,,Jun-17
494,6,Environmental,Schedule X1 - Wetland Areas (WRC),Condition,"All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written permission of Department of Environment and Conservation, in consultation with the Department of Water, is first obtained.",Inactive,26/09/2006 00:00:00 onwards,,Jun-17
494,6,Environmental,Schedule X1 - Wetland Areas (WRC),Condition,All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written,Inactive,26/09/2006 00:00:00 onwards,,Mar-18
495,4,Environmental,Schedule X1 - Wetland Areas (WRC),Condition,"All Mining Act tenement activities prohibited within 200 metres of ""Conservation"" and ""Resource Enhancement"" Category wetlands unless written permission of the Department of Water is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
496,4,Environmental,Schedule X2 - Wetland Areas (WRC),Endorsement,"The **LESSEE**'s attention is drawn to the provisions of: •Water and Rivers Commission Act 1995 and any Regulations thereunder; and •Identification of environmental sensitive wetlands listed within the RAMSAR Convention 1971, Australian Nature Conservation Agency's Directory of important wetlands, the National Estates Register and the Environmental Protection Policies 1999.",Inactive,31/08/2004 00:00:00 onwards,,Jun-17
497,2,Environmental,Schedule X2 - Wetland Areas (WRC),Condition,Abstraction of groundwater from within 500 metres of a wetland is prohibited unless authorised by the Department of Environment.,Inactive,20/04/2005 00:00:00 onwards,,Jun-17
